params,1,2,3,4,5,6,7,8,9,10,1,2,3,4,5,6,7,8,9,10
1,,0.001526094577644993,0.0012164702618574774,0.0011957925993421603,0.0012558723352393136,0.000508815343297034,0.0004251357582393816,0.003343707078683811,0.0015303582840128852,-0.0008455615892317692,,0.02356616208254146,0.022821698986808976,0.021490772526226196,0.023898831726248872,0.02181846923959596,0.021778299870419304,0.02422333953813906,0.022046826559891188,0.027044057982597746
2,,,-0.0026973554519389986,0.00020244350682014495,-0.0016033481132558675,-0.001238097202694624,-0.0013513602859133787,0.0006418302392641462,-0.0015565712682603372,5.657718485646557e-05,,,0.03588926951720084,0.03151968215210156,0.03470167895038594,0.03119584916870902,0.03122552782592712,0.038465151843405584,0.03183972025069708,0.03637561657703762
3,,,,-0.007632886010802274,-0.00257231438038881,-0.007461961509091125,-0.00732596905918003,-0.006637923311331256,-0.007853043600094228,-0.006089712662177116,,,,0.029482317814611712,0.031342113011385876,0.028929738628034406,0.02895486965138672,0.031058959571365643,0.029096472806132558,0.03479936947056619
4,,,,,-0.011117907995230034,-0.010253983183271266,-0.010416365096374544,-0.004918716489056341,-0.008542273875098129,-0.010539903784827442,,,,,0.019914482354427505,0.019170265607884266,0.019176497316520894,0.021406526683301716,0.019394783691450843,0.02217571481139869
5,,,,,,0.007426287464499604,0.00718133578132197,-0.0004903710727015842,0.010101193072390255,0.00870258360279319,,,,,,0.028792693451927805,0.02878803745886703,0.03353536031259204,0.029724935510038058,0.033067994227437975
6,,,,,,,4.371964345315906e-05,0.0001799626362626039,-3.808460950043696e-05,-0.00012876081883422819,,,,,,,0.0007611834481922588,0.0008696250126491768,0.000756489396213125,0.000845558723292065
7,,,,,,,,-0.0003124849368330018,-0.00011343014949243696,-0.0002683868874082118,,,,,,,,0.000789084263742213,0.0008461315834506618,0.0007470738332072964
8,,,,,,,,,-0.004458404330435484,-0.009910380965453824,,,,,,,,,0.04128853429167414,0.04871232560041443
9,,,,,,,,,,0.0030899116410880167,,,,,,,,,,0.023079795392854617
10,,,,,,,,,,,,,,,,,,,,
